timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1728914954694,584,Homepage Test,200,OK,Thread Group 1-2,text,true,,48542,192,6,6,https://automationexercise.com/products,470,0,173
1728914954484,929,Homepage Test,200,OK,Thread Group 1-1,text,true,,48548,192,7,7,https://automationexercise.com/products,923,0,260
1728914954898,682,Homepage Test,200,OK,Thread Group 1-3,text,true,,48552,192,8,8,https://automationexercise.com/products,581,0,268
1728914955101,547,Homepage Test,200,OK,Thread Group 1-4,text,true,,48540,192,8,8,https://automationexercise.com/products,540,0,254
1728914955578,316,Homepage Test,200,OK,Thread Group 1-2,text,true,,48550,192,9,9,https://automationexercise.com/products,259,0,0
1728914955713,304,Homepage Test,200,OK,Thread Group 1-1,text,true,,48546,192,10,10,https://automationexercise.com/products,249,0,0
1728914955880,431,Homepage Test,200,OK,Thread Group 1-3,text,true,,48540,192,11,11,https://automationexercise.com/products,369,0,0
1728914955948,426,Homepage Test,200,OK,Thread Group 1-4,text,true,,48540,192,11,11,https://automationexercise.com/products,364,0,0
1728914955304,1132,Homepage Test,200,OK,Thread Group 1-5,text,true,,48552,192,12,12,https://automationexercise.com/products,1126,0,345
1728914955484,1303,Homepage Test,200,OK,Thread Group 1-6,text,true,,48542,192,14,14,https://automationexercise.com/products,1025,0,284
1728914955678,1116,Homepage Test,200,OK,Thread Group 1-7,text,true,,48544,192,14,14,https://automationexercise.com/products,1109,0,222
1728914956195,713,Homepage Test,200,OK,Thread Group 1-2,text,true,,48546,192,14,14,https://automationexercise.com/products,647,0,0
1728914956318,609,Homepage Test,200,OK,Thread Group 1-1,text,true,,48544,192,14,14,https://automationexercise.com/products,590,0,0
1728914955876,1162,Homepage Test,200,OK,Thread Group 1-8,text,true,,48546,192,15,15,https://automationexercise.com/products,1051,0,185
1728914956612,593,Homepage Test,200,OK,Thread Group 1-3,text,true,,48542,192,16,16,https://automationexercise.com/products,480,0,0
1728914956676,589,Homepage Test,200,OK,Thread Group 1-4,text,true,,48546,192,16,16,https://automationexercise.com/products,529,0,0
1728914956736,535,Homepage Test,200,OK,Thread Group 1-5,text,true,,48550,192,16,16,https://automationexercise.com/products,477,0,0
1728914957088,361,Homepage Test,200,OK,Thread Group 1-6,text,true,,48554,192,17,17,https://automationexercise.com/products,248,0,0
1728914957094,363,Homepage Test,200,OK,Thread Group 1-7,text,true,,48550,192,17,17,https://automationexercise.com/products,355,0,0
1728914957209,417,Homepage Test,200,OK,Thread Group 1-2,text,true,,48544,192,18,18,https://automationexercise.com/products,352,0,0
1728914956078,1601,Homepage Test,200,OK,Thread Group 1-9,text,true,,48546,192,18,18,https://automationexercise.com/products,1548,0,711
1728914957229,460,Homepage Test,200,OK,Thread Group 1-1,text,true,,48548,192,18,18,https://automationexercise.com/products,450,0,0
1728914957339,400,Homepage Test,200,OK,Thread Group 1-8,text,true,,48540,192,18,18,https://automationexercise.com/products,350,0,0
